Effective date ,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
2012-07-31,344.58428571428567,362.602380952381,220.30714285714285,305.44000000000005,510.27047619047613,195.7652380952381,189.5857142857143
2012-08-31,354.77391304347833,367.6069565217391,225.25434782608698,316.4678260869565,535.7921739130434,201.65826086956523,187.63869565217394
2012-09-30,370.7668421052632,369.30999999999995,233.74842105263156,320.6968421052632,551.8978947368421,211.64684210526312,183.82473684210527
2012-10-31,369.2161904761905,370.3671428571429,232.46809523809523,320.1942857142857,549.124761904762,214.972380952381,186.66904761904763
2012-11-30,366.1157142857143,361.1566666666666,226.58999999999997,316.7490476190477,526.8752380952379,210.38857142857142,176.07857142857142
2012-12-31,373.44100000000003,366.69849999999997,231.2875,326.019,533.6230000000002,217.41549999999998,178.402
2013-01-31,392.27857142857147,374.44619047619045,246.97666666666663,343.03190476190485,558.6219047619046,231.58095238095243,181.80761904761906
2013-02-28,399.62210526315795,388.55,245.0152631578948,352.3989473684211,574.6321052631578,237.2978947368421,186.6815789473684
2013-03-31,414.5995000000001,400.839,247.66600000000008,360.004,579.0589999999999,244.77850000000004,193.15250000000003
2013-04-30,424.06772727272727,417.94318181818176,242.6768181818182,356.1422727272727,569.5527272727272,246.47863636363638,204.25318181818182
2013-05-31,448.20272727272715,425.5536363636364,254.66954545454547,374.0254545454545,595.814090909091,262.7168181818182,200.94909090909093
2013-06-30,443.14150000000006,414.08149999999995,248.90500000000003,372.474,585.7324999999998,262.848,189.60599999999997
2013-07-31,466.68727272727295,424.0950000000001,251.44863636363635,384.8427272727273,602.7263636363637,273.6918181818181,196.15954545454542
2013-08-31,467.51909090909083,418.2977272727274,257.14818181818185,389.65363636363634,598.6581818181818,271.02181818181816,193.42590909090907
2013-09-30,475.8589999999999,415.8420000000001,265.2445,398.97550000000007,609.9810000000001,271.1115,189.29299999999998
2013-10-31,487.9191304347826,422.5060869565217,271.1930434782608,408.69869565217397,618.8660869565217,275.2565217391304,193.74739130434776
2013-11-30,508.5745,441.27349999999996,278.58849999999995,429.9415,635.5550000000001,282.8455,196.48650000000004
2013-12-31,517.3585714285714,438.49857142857155,281.6323809523809,438.1576190476191,635.357619047619,288.77333333333326,191.60761904761907
2014-01-31,515.5704761904761,431.96,285.2257142857143,443.3085714285713,632.815238095238,292.35952380952375,193.40809523809526
2014-02-28,511.8068421052632,424.0921052631579,286.581052631579,437.4336842105263,622.1415789473685,287.49105263157895,201.42000000000002
2014-03-31,522.4319047619048,436.99761904761897,297.83619047619055,447.3614285714286,637.9828571428569,298.2533333333334,205.05428571428573
2014-04-30,507.4214285714286,445.89285714285717,297.8495238095238,451.7304761904762,669.0114285714286,295.31523809523804,214.28190476190477
2014-05-31,509.3461904761905,454.6152380952381,303.0885714285714,458.85571428571427,687.9971428571428,295.67571428571426,214.05380952380952
2014-06-30,525.3566666666668,461.2328571428572,311.36999999999995,469.8176190476191,714.4966666666667,305.47380952380956,218.32238095238097
