Effective date ,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
2017-07-20,724.14,565.98,346.23,588.8,483.72,411.84,268.3
2017-07-21,724.96,567.44,346.24,587.51,479.45,411.73,270.35
2017-07-24,722.24,565.36,345.77,585.19,478.03,412.99,267.84
2017-07-25,727.59,569.5,349.77,584.83,484.07,418.22,266.48
2017-07-26,727.46,569.7,347.54,585.75,484.56,415.68,268.82
2017-07-27,732.53,574.78,345.97,582.56,489.38,413.49,269.41
2017-07-28,727.11,569.53,344.73,583.81,488.44,413.61,269.03
2017-07-31,726.65,569.04,342.02,582.99,489.57,416.17,270.04
2017-08-01,728.23,568.49,342.59,581.73,489.87,419.54,271.39
2017-08-02,726.31,568.08,342.83,584.31,488.33,419.79,272.63
2017-08-03,724.15,567.21,340.36,587.03,481.77,417.86,273.78
2017-08-04,724.33,566.14,342.01,588.4,483.44,420.88,272.98
2017-08-07,725.68,570.24,342.17,587.84,479.27,420.14,273.53
2017-08-08,725.37,568.1,339.15,586.11,478.67,419.42,274.43
2017-08-09,721.96,568.89,339.63,586.11,479.23,419.08,273.07
2017-08-10,710.99,566.21,335.48,578.27,472.82,411.7,273.76
2017-08-11,714.66,566.56,334.78,578.9,469.55,409.51,272.0
2017-08-14,719.57,569.63,337.93,584.76,468.29,415.19,273.58
2017-08-15,713.1,572.23,338.07,583.4,466.44,416.08,274.95
2017-08-16,716.31,574.03,341.19,584.27,461.18,415.08,275.83
2017-08-17,705.1,568.87,335.93,574.29,454.52,407.86,273.71
2017-08-18,701.68,566.82,336.2,572.31,457.09,407.63,275.43
2017-08-21,702.98,569.29,336.56,572.83,454.57,406.65,276.33
2017-08-22,710.33,569.5,340.61,579.2,457.72,410.91,276.88
2017-08-23,704.37,567.56,340.08,573.97,459.47,409.99,277.59
2017-08-24,702.58,559.93,339.59,571.73,459.39,409.65,277.37
2017-08-25,704.38,561.3,340.5,574.27,461.78,410.64,278.22
2017-08-28,705.05,560.17,341.28,574.31,459.61,408.67,278.85
2017-08-29,703.71,561.7,339.38,578.04,459.06,406.76,278.43
2017-08-30,708.61,561.53,341.85,579.91,459.21,408.48,277.22
2017-08-31,712.13,561.81,344.67,582.01,461.61,408.45,277.28
2017-09-01,715.39,564.14,346.85,582.9,465.36,410.24,276.45
2017-09-05,712.46,565.22,341.92,576.57,467.98,401.21,277.26
2017-09-06,716.39,567.17,342.87,577.19,475.65,402.19,275.81
2017-09-07,710.29,568.3,343.11,577.56,476.48,395.54,277.8
2017-09-08,707.77,564.63,343.03,579.53,471.43,398.58,279.03
2017-09-11,711.56,568.44,347.8,584.51,476.23,405.5,281.62
2017-09-12,714.66,569.22,350.64,587.53,478.7,410.41,276.69
2017-09-13,719.79,569.63,350.49,586.76,484.63,411.29,275.22
2017-09-14,715.87,567.56,351.52,589.51,486.5,409.86,277.62
2017-09-15,714.22,568.86,351.43,591.55,487.76,411.81,277.9
2017-09-18,711.19,569.09,353.45,594.95,489.89,415.99,275.17
2017-09-19,710.84,567.52,355.32,595.43,491.73,419.31,274.58
2017-09-20,713.34,562.45,356.77,599.46,495.11,421.91,272.45
2017-09-21,711.62,556.99,355.89,601.47,494.78,422.74,272.2
2017-09-22,713.19,555.71,354.87,603.11,497.41,422.7,270.25
2017-09-25,711.75,559.47,355.18,603.1,504.74,422.05,272.53
2017-09-26,711.33,559.96,353.76,603.04,503.77,421.66,272.11
2017-09-27,715.15,555.88,353.67,603.22,506.17,427.14,268.45
2017-09-28,714.83,555.98,356.16,602.67,506.93,427.66,269.27
2017-09-29,717.47,555.39,356.15,604.38,506.72,429.08,268.97
2017-10-02,718.76,554.28,360.05,608.67,506.63,432.89,269.57
2017-10-03,721.37,554.79,361.6,611.59,506.21,434.19,268.54
2017-10-04,725.17,556.82,361.53,611.25,505.89,432.79,271.39
2017-10-05,729.24,559.08,363.66,612.66,507.94,437.06,271.06
2017-10-06,730.37,553.77,362.96,612.37,503.79,437.25,270.89
2017-10-09,727.8,552.3,362.98,609.97,505.05,435.62,271.26
2017-10-10,727.01,557.76,362.98,610.67,505.57,437.42,273.92
2017-10-11,727.53,559.09,363.18,610.45,506.78,436.81,275.21
2017-10-12,722.7,561.35,363.87,613.59,504.87,433.67,276.58
2017-10-13,725.85,562.1,365.6,612.01,504.51,433.5,274.48
2017-10-16,727.18,562.33,365.23,613.08,505.61,436.29,274.0
2017-10-17,727.45,560.25,364.33,611.34,506.03,433.88,275.6
2017-10-18,725.6,559.69,363.54,611.74,502.5,436.32,275.19
2017-10-19,725.53,556.25,364.76,613.37,500.93,436.96,277.97
2017-10-20,727.03,555.16,367.95,619.96,502.26,442.05,278.32
2017-10-23,722.01,554.55,367.2,614.97,499.32,441.43,278.47
2017-10-24,724.01,552.68,369.38,618.26,500.67,444.71,278.69
2017-10-25,721.24,551.05,367.52,611.9,497.25,442.52,277.47
2017-10-26,723.6,551.75,372.52,612.77,498.46,444.97,277.47
2017-10-27,735.17,547.02,370.49,612.26,499.45,444.53,279.17
2017-10-30,732.3,541.98,369.01,607.77,501.26,442.41,279.22
2017-10-31,731.97,546.55,369.69,605.29,503.07,441.16,279.35
2017-11-01,732.48,548.13,371.92,604.91,508.54,442.19,277.78
2017-11-02,726.86,546.97,369.1,608.16,506.96,445.99,278.92
2017-11-03,729.51,547.29,368.57,607.57,508.14,444.05,279.94
2017-11-06,734.88,541.49,366.93,607.73,519.33,443.46,278.75
2017-11-07,730.82,547.48,367.65,609.15,518.41,437.58,282.19
2017-11-08,731.24,553.37,367.72,607.98,516.35,434.95,282.1
2017-11-09,732.45,553.18,364.51,600.22,517.84,433.45,282.4
2017-11-10,734.96,558.57,363.98,600.98,513.67,432.27,281.17
2017-11-13,737.31,561.92,365.91,597.94,510.88,433.05,284.42
2017-11-14,738.04,563.65,361.75,595.54,503.0,432.79,287.82
2017-11-15,734.76,557.56,359.6,592.51,497.09,433.61,285.1
2017-11-16,740.68,566.28,364.2,597.47,494.2,433.94,283.95
2017-11-17,744.25,563.97,364.61,594.59,496.33,433.36,281.84
