Date,_AEXD,_AORDD,_ATXD,_BFXD,_FCHID,_FTSED,_GDAXD,_GSPTSED,_HSID,_IBEXD,_ISEQD,_N225D,_OMXH25D,_PSI20D,_SPXD,_SSMID
1995-11-02,285.7268722,1558.667676,1274.074136,1977.816618,2448.111845,5561.168114,3001.330525,3348.206994,1260.877939,4466.174259,2696.591206,173.3538462,943.8134249,5333.741606,589.72,2726.669489
1995-11-03,287.367558,1586.468522,1275.750608,1987.592619,2458.882496,5528.984205,3016.665555,3367.839644,1274.511807,4470.967358,2706.640734,174.607938,932.4408205,5353.563283,590.57,2753.48846
1995-11-06,286.1326769,1589.198159,1259.825826,1989.509924,2439.448003,5553.483963,2998.242537,3398.726734,1259.195499,4462.925543,2708.605144,174.607938,966.5543901,5329.686344,588.46,2745.67033
1995-11-07,284.7597456,1583.577272,1264.974034,1981.872301,2492.515822,5567.251304,3003.510256,3378.43773,1258.555567,4502.268832,2716.820198,175.0480816,955.8265353,5318.114702,586.32,2752.56917
1995-11-08,284.2539523,1581.996477,1271.675437,1980.557484,2508.158631,5585.188852,2989.059736,3382.372579,1236.417145,4517.64906,2738.147216,174.157161,943.4385157,5302.928428,591.71,2732.315831
1995-11-09,286.2960855,1569.734683,1280.468514,1991.360764,2495.370877,5591.411588,3039.534611,3390.277469,1228.061818,4534.667911,2750.991004,177.5530537,956.8034435,5302.317557,593.26,2771.755477
1995-11-10,287.4525917,1570.657974,1261.266235,1986.90324,2477.099224,5519.110119,2999.219947,3389.8408,1217.101979,4500.457669,2737.162416,176.9671725,944.0852227,5276.968791,592.72,2749.582697
1995-11-13,287.8784064,1566.48443,1257.806928,1970.323339,2465.105583,5494.485009,3002.454398,3402.266983,1213.579841,4496.924666,2712.671096,174.7495088,937.0141169,5244.126411,592.3,2730.883552
1995-11-14,289.6590909,1572.147477,1254.579392,1986.431251,2472.647835,5530.631177,3040.343616,3380.275174,1216.28678,4547.487315,2734.339154,175.1352681,920.9690962,5252.461152,589.29,2746.318373
1995-11-15,292.0839962,1551.120911,1257.663038,2022.082776,2539.825548,5564.661733,3038.067838,3369.156472,1219.548704,4573.513855,2753.440557,174.2824759,926.7777429,5267.658284,593.96,2747.076923
1995-11-16,291.303247,1559.150207,1249.658342,2026.489194,2568.735702,5615.5521,3061.550749,3378.403721,1211.104411,4614.505927,2796.271524,175.8085065,913.785614,5215.473225,597.34,2766.607996
1995-11-17,293.1614136,1569.682835,1257.091274,2040.681303,2561.660458,5569.753086,3062.329798,3401.094425,1200.99572,4615.371801,2807.06534,177.7786484,912.6268823,5214.09781,600.07,2770.454346
1995-11-20,293.5093718,1581.436635,1268.63693,2048.616003,2538.81403,5640.914037,3086.446389,3404.936353,1212.117437,4646.862617,2816.898269,181.7478992,923.9043467,5166.625966,596.85,2800.985829
1995-11-21,292.1469284,1589.94945,1282.045853,2041.629881,2525.046983,5612.114762,3063.666048,3418.86612,1222.305677,4658.039991,2840.940487,181.1261084,909.9472222,5109.913689,600.24,2800.017501
1995-11-22,293.6277001,1588.81416,1293.851126,2046.855596,2536.029014,5679.174328,3042.286629,3443.348189,1228.471188,4773.517896,2822.30703,180.8606842,905.0525832,5075.123295,598.4,2817.285689
1995-11-23,294.7839898,1593.464992,1285.05718,2043.409053,2524.72454,5628.90625,3034.443254,3453.033626,1228.996044,4790.001744,2800.189232,179.5485461,917.4604481,5125.939156,599.97,2820.778764
1995-11-24,294.183924,1589.961339,1274.017596,2026.685977,2542.808301,5651.902682,3029.331368,3452.331338,1226.697435,4812.676799,2803.659101,179.5485461,924.928803,5103.741612,599.97,2813.543119
1995-11-27,295.4895626,1603.94052,1275.214977,2018.701426,2516.956955,5664.389941,3047.228206,3446.002958,1231.189981,4783.219678,2772.327426,182.3134402,919.1554891,5078.685544,601.32,2808.639309
1995-11-28,295.4913944,1613.507038,1268.731488,2025.737002,2498.193067,5630.864198,3059.111369,3447.798333,1244.074874,4768.002227,2758.736058,184.6679842,937.2833133,5114.680753,606.45,2792.477302
1995-11-29,296.6863537,1616.161616,1266.786261,2024.52712,2469.251347,5606.595092,3056.82848,3439.499116,1243.334967,4763.982032,2746.055483,182.6009852,947.1966172,5081.467126,607.64,2787.376471
1995-11-30,295.1114129,1605.055762,1270.203228,2019.434094,2401.9088,5611.485452,3030.671822,3428.598897,1268.692928,4729.410017,2761.6953,183.5347107,936.3229196,5007.467177,605.37,2764.966071
1995-12-01,295.466914,1597.592497,1307.241874,2051.442097,2394.62442,5632.690389,3060.897509,3424.190476,1274.807704,4781.795997,2785.048791,186.2818991,948.977814,5035.837216,606.98,2771.950701
1995-12-04,296.4516129,1627.003471,1285.762432,2063.715121,2328.463682,5622.337981,3062.10768,3444.349488,1285.06624,4776.333195,2787.545914,186.5672821,931.1650717,5035.837216,613.68,2808.051306
